rank,account_id,segment_name,arr,rsam_score,risk_adj_clv,propensity_score,churn_prob_6m,composite_score,final_tier,action_tags,shap_driver_1,shap_driver_2,shap_driver_3,contract_end_days,health_score,nps_score
8302,ACC-06279,Early-Stage Potential,3982.91,3414.24,18335.07,0.3766,0.12,0.184269,Tier 5 — Monitor,👀 Monitor,,,,93,40.36,2
8303,ACC-06221,Early-Stage Potential,64949.37,0.0,147651.57,0.3427,0.12,0.184269,Tier 5 — Monitor,👀 Monitor,,,,243,47.87,0
8304,ACC-05630,Early-Stage Potential,22380.97,830.44,53107.7,0.3999,0.12,0.184263,Tier 5 — Monitor,👀 Monitor,,,,132,36.61,2
8305,ACC-07428,Early-Stage Potential,63081.97,0.0,60558.69,0.3287,0.52,0.184249,Tier 5 — Monitor,⚠️ Churn Risk,arr_utilization,num_products,arr,258,60.08,4
8306,ACC-08797,Early-Stage Potential,6260.73,2834.95,23078.79,0.3614,0.12,0.184239,Tier 5 — Monitor,👀 Monitor,,,,154,49.7,4
8307,ACC-04502,Loyal Mid-Market,12544.0,13685.95,48857.68,0.3362,0.12,0.184239,Tier 5 — Monitor,👀 Monitor,tenure_months,health_score,arr_utilization,123,44.72,6
8308,ACC-06821,Early-Stage Potential,6916.26,10148.37,42547.79,0.34,0.12,0.184235,Tier 5 — Monitor,👀 Monitor,,,,190,50.28,1
8309,ACC-00269,Growth-Stage Expanding,64718.92,0.0,62130.16,0.3811,0.52,0.184228,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,326,47.02,0
8310,ACC-09568,Early-Stage Potential,2136.11,11030.21,32828.0,0.34,0.12,0.184222,Tier 5 — Monitor,👀 Monitor,,,,100,44.6,1
8311,ACC-08135,Early-Stage Potential,42471.04,0.0,40772.2,0.436,0.52,0.184183,Tier 5 — Monitor,⚠️ Churn Risk,,,,248,33.17,2
8312,ACC-07165,Early-Stage Potential,2270.31,2509.71,4588.83,0.3434,0.52,0.184168,Tier 5 — Monitor,⚠️ Churn Risk,,,,142,55.69,3
8313,ACC-02206,Early-Stage Potential,6862.65,2727.9,17301.39,0.3488,0.12,0.184081,Tier 5 — Monitor,👀 Monitor,,,,305,57.64,4
8314,ACC-06542,At-Risk Dormant,21705.61,2534.42,48706.26,0.3271,0.12,0.184062,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,49,39.04,4
8315,ACC-04896,Loyal Mid-Market,21222.75,34955.89,148311.58,0.2414,0.12,0.184061,Tier 5 — Monitor,⭐ Promoter,arr_utilization,num_products,contract_end_days,245,51.5,9
8316,ACC-05423,Early-Stage Potential,6474.46,10550.86,38204.86,0.3908,0.12,0.184058,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,avg_storage_gb,arr,239,38.16,2
8317,ACC-04045,Early-Stage Potential,5888.3,10595.57,43517.39,0.3822,0.12,0.184017,Tier 5 — Monitor,👀 Monitor,,,,208,39.09,0
8318,ACC-05293,Early-Stage Potential,1934.47,4253.41,5940.36,0.3882,0.52,0.184014,Tier 5 — Monitor,⚠️ Churn Risk,,,,141,42.32,3
8319,ACC-05772,Early-Stage Potential,1064.38,7711.8,16604.54,0.3872,0.12,0.184012,Tier 5 — Monitor,👀 Monitor,,,,187,41.51,0
8320,ACC-00339,Growth-Stage Expanding,43881.54,33664.12,74443.83,0.2697,0.52,0.184008,Tier 5 — Monitor,⚠️ Churn Risk,users_per_login,num_products,arr,264,52.12,1
8321,ACC-06622,Early-Stage Potential,38074.67,620.5,83994.28,0.3556,0.12,0.184002,Tier 5 — Monitor,👀 Monitor,,,,298,50.79,3
8322,ACC-05528,Early-Stage Potential,16628.42,2796.52,44444.26,0.3918,0.12,0.183978,Tier 5 — Monitor,👀 Monitor,,,,350,44.07,1
8323,ACC-02380,Early-Stage Potential,7383.46,876.54,20110.39,0.3809,0.12,0.183955,Tier 5 — Monitor,👀 Monitor,,,,190,47.44,2
8324,ACC-07465,Early-Stage Potential,3343.29,11742.88,14482.72,0.3977,0.52,0.183945,Tier 5 — Monitor,⚠️ Churn Risk,,,,264,38.19,3
8325,ACC-08617,Early-Stage Potential,4462.68,1907.71,14855.77,0.3858,0.12,0.18394,Tier 5 — Monitor,➕ Cross-Sell,,,,362,49.13,1
8326,ACC-04702,Early-Stage Potential,35609.62,0.0,78341.16,0.3871,0.12,0.183939,Tier 5 — Monitor,👀 Monitor,,,,361,44.06,2
8327,ACC-08922,Early-Stage Potential,6304.56,2940.87,20339.97,0.3822,0.12,0.183915,Tier 5 — Monitor,👀 Monitor,,,,298,48.11,3
8328,ACC-00703,Early-Stage Potential,34912.07,1607.83,96412.56,0.3961,0.12,0.183915,Tier 5 — Monitor,👀 Monitor,,,,246,37.23,4
8329,ACC-03837,Early-Stage Potential,5929.98,6267.11,25402.49,0.3729,0.12,0.183912,Tier 5 — Monitor,➕ Cross-Sell,,,,282,47.66,3
8330,ACC-07007,Early-Stage Potential,3615.94,2054.01,14968.64,0.3536,0.12,0.183853,Tier 5 — Monitor,👀 Monitor,,,,130,51.24,1
8331,ACC-04918,At-Risk Dormant,5008.86,7826.12,31060.65,0.3427,0.12,0.183853,Tier 5 — Monitor,📅 Renewal Window,,,,58,36.82,3
8332,ACC-01519,Early-Stage Potential,35307.25,0.0,74568.91,0.3832,0.12,0.183805,Tier 5 — Monitor,👀 Monitor,,,,300,44.63,0
8333,ACC-00662,Early-Stage Potential,3757.39,3757.79,7214.58,0.3481,0.52,0.183767,Tier 5 — Monitor,⚠️ Churn Risk,tenure_months,arr,num_products,283,57.53,4
8334,ACC-04790,Loyal Mid-Market,5515.88,15031.01,52736.99,0.3196,0.12,0.183761,Tier 5 — Monitor,👀 Monitor,,,,102,45.4,5
8335,ACC-00082,Early-Stage Potential,32027.53,0.0,69521.09,0.4064,0.12,0.183752,Tier 5 — Monitor,👀 Monitor,,,,193,36.54,2
8336,ACC-07149,Early-Stage Potential,7948.88,705.64,16755.16,0.3714,0.12,0.183725,Tier 5 — Monitor,➕ Cross-Sell,,,,350,53.29,4
8337,ACC-01106,Early-Stage Potential,2176.8,10444.24,24989.66,0.2778,0.12,0.183718,Tier 5 — Monitor,👀 Monitor,arr,tenure_months,num_products,99,61.75,4
8338,ACC-04586,Early-Stage Potential,3493.46,6754.11,21342.3,0.3909,0.12,0.183701,Tier 5 — Monitor,➕ Cross-Sell,,,,136,37.93,2
8339,ACC-00470,Early-Stage Potential,9117.35,5154.98,37678.9,0.4389,0.12,0.183695,Tier 5 — Monitor,👀 Monitor,,,,310,29.94,2
8340,ACC-08802,At-Risk Dormant,32863.24,14986.2,45935.46,0.3481,0.52,0.18366,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,tenure_months,health_score,arr,90,36.77,3
8341,ACC-09519,Early-Stage Potential,37220.67,0.0,76972.34,0.3287,0.12,0.183649,Tier 5 — Monitor,👀 Monitor,,,,347,59.35,3
8342,ACC-01946,Loyal Mid-Market,2563.94,40352.88,112670.96,0.2568,0.12,0.183636,Tier 5 — Monitor,👀 Monitor,,,,329,48.2,6
8343,ACC-01445,Early-Stage Potential,23138.18,5285.62,68368.67,0.3671,0.12,0.183599,Tier 5 — Monitor,👀 Monitor,,,,218,44.24,4
8344,ACC-00340,Early-Stage Potential,1384.5,4541.51,13645.64,0.3647,0.12,0.183594,Tier 5 — Monitor,👀 Monitor,,,,281,51.83,1
8345,ACC-04758,Early-Stage Potential,4058.45,6474.8,24409.05,0.3771,0.12,0.18359,Tier 5 — Monitor,👀 Monitor,,,,118,39.99,3
8346,ACC-09828,Early-Stage Potential,2299.21,3983.07,14189.6,0.3741,0.12,0.183581,Tier 5 — Monitor,👀 Monitor,,,,107,42.29,3
8347,ACC-06393,Early-Stage Potential,30176.37,0.0,78337.86,0.3741,0.12,0.183571,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,contract_end_days,num_products,323,46.82,2
8348,ACC-03237,At-Risk Dormant,3681.47,22083.96,46480.83,0.3139,0.12,0.18344,Tier 5 — Monitor,📅 Renewal Window,,,,73,37.7,3
8349,ACC-08400,Early-Stage Potential,3080.72,2265.95,5132.81,0.3381,0.52,0.183422,Tier 5 — Monitor,⚠️ Churn Risk,,,,181,58.57,3
8350,ACC-08050,Early-Stage Potential,4435.04,1788.04,16428.93,0.4038,0.12,0.183412,Tier 5 — Monitor,👀 Monitor,,,,122,36.96,2
8351,ACC-06440,Loyal Mid-Market,11043.01,23780.06,70992.67,0.2798,0.12,0.183403,Tier 5 — Monitor,⭐ Promoter,,,,340,56.92,9
8352,ACC-03869,Early-Stage Potential,12445.0,4175.23,15955.43,0.3895,0.52,0.183392,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,num_products,login_growth,contract_end_days,235,44.22,3
8353,ACC-07627,Early-Stage Potential,1886.84,2747.22,4448.68,0.3979,0.52,0.183389,Tier 5 — Monitor,⚠️ Churn Risk,,,,229,43.87,0
8354,ACC-08806,Early-Stage Potential,3274.26,2281.83,14668.1,0.361,0.12,0.18337,Tier 5 — Monitor,👀 Monitor,,,,354,54.98,3
8355,ACC-09867,Growth-Stage Expanding,99270.64,0.0,95299.81,0.4231,0.52,0.183369,Tier 5 — Monitor,⚠️ Churn Risk,,,,253,30.95,0
8356,ACC-04965,Early-Stage Potential,61472.13,0.0,59013.24,0.3698,0.52,0.18336,Tier 5 — Monitor,⚠️ Churn Risk,,,,147,44.9,2
8357,ACC-03265,Early-Stage Potential,42949.62,0.0,41231.64,0.368,0.52,0.183344,Tier 5 — Monitor,⚠️ Churn Risk,peak_feature_adoption,tenure_months,arr,107,43.82,4
8358,ACC-01463,Early-Stage Potential,28355.58,0.0,62798.16,0.4167,0.12,0.183331,Tier 5 — Monitor,➕ Cross-Sell,num_products,health_score,arr,307,36.57,3
8359,ACC-03983,Loyal Mid-Market,6261.3,16067.39,55345.41,0.3388,0.12,0.183303,Tier 5 — Monitor,➕ Cross-Sell,,,,347,47.81,6
8360,ACC-02386,Early-Stage Potential,2177.62,12073.78,13681.32,0.3789,0.52,0.183273,Tier 5 — Monitor,⚠️ Churn Risk,,,,280,42.81,4
8361,ACC-07243,Early-Stage Potential,9106.91,307.43,9037.78,0.4231,0.52,0.183254,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,276,39.2,4
8362,ACC-06390,Early-Stage Potential,51247.83,0.0,49197.92,0.3766,0.52,0.183188,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,169,45.01,1
8363,ACC-00482,At-Risk Dormant,18727.53,435.4,41315.28,0.3943,0.12,0.18317,Tier 5 — Monitor,📅 Renewal Window,,,,77,31.82,0
8364,ACC-01638,Early-Stage Potential,566.44,7822.05,22145.59,0.4058,0.12,0.183137,Tier 5 — Monitor,👀 Monitor,,,,212,36.11,1
8365,ACC-03358,Early-Stage Potential,7242.78,5312.99,27438.57,0.3556,0.12,0.183135,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,health_score,max_storage_gb,91,42.67,3
8366,ACC-09538,Early-Stage Potential,41882.36,0.0,40207.07,0.3895,0.52,0.183126,Tier 5 — Monitor,⚠️ Churn Risk,,,,169,42.38,4
8367,ACC-08672,Early-Stage Potential,18858.7,6764.73,24598.48,0.4133,0.52,0.183115,Tier 5 — Monitor,⚠️ Churn Risk,,,,202,34.27,1
8368,ACC-02343,Early-Stage Potential,3273.97,11430.23,26310.73,0.3767,0.12,0.18311,Tier 5 — Monitor,👀 Monitor,,,,203,40.78,3
8369,ACC-06825,Early-Stage Potential,9760.85,81.82,25984.6,0.3918,0.12,0.183109,Tier 5 — Monitor,👀 Monitor,,,,324,46.65,2
8370,ACC-01538,Early-Stage Potential,5314.37,3290.93,8261.08,0.4021,0.52,0.183075,Tier 5 — Monitor,⚠️ Churn Risk,,,,301,43.13,0
8371,ACC-02871,Loyal Mid-Market,5171.17,40478.27,84360.19,0.2568,0.12,0.18303,Tier 5 — Monitor,👀 Monitor,tenure_months,num_products,max_storage_gb,319,50.2,7
8372,ACC-09249,Early-Stage Potential,3788.79,1924.74,14580.88,0.3937,0.12,0.182998,Tier 5 — Monitor,👀 Monitor,,,,91,35.89,1
8373,ACC-07856,Early-Stage Potential,8483.88,9959.56,17705.7,0.3572,0.52,0.182994,Tier 5 — Monitor,⚠️ Churn Risk,num_products,logins_stddev,contract_end_days,218,48.09,1
8374,ACC-07147,Early-Stage Potential,54791.71,0.0,109291.2,0.4204,0.12,0.182985,Tier 5 — Monitor,👀 Monitor,,,,140,26.0,0
8375,ACC-04099,Early-Stage Potential,2488.69,10795.84,12753.15,0.2798,0.52,0.182957,Tier 5 — Monitor,⚠️ Churn Risk,num_products,avg_monthly_api_calls,support_tickets_l90d,153,66.07,2
8376,ACC-07182,Early-Stage Potential,23487.04,5439.09,27769.08,0.4204,0.52,0.18293,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,345,35.44,1
8377,ACC-03347,Early-Stage Potential,14408.5,3382.99,46447.68,0.4269,0.12,0.182929,Tier 5 — Monitor,👀 Monitor,,,,213,31.02,2
8378,ACC-08869,Loyal Mid-Market,31563.84,8646.28,75487.8,0.3362,0.12,0.182889,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,users_per_login,num_products,295,50.55,7
8379,ACC-06204,At-Risk Dormant,30896.85,10934.8,74237.24,0.2198,0.12,0.182816,Tier 5 — Monitor,📅 Renewal Window,,,,34,47.63,5
8380,ACC-05593,Early-Stage Potential,5702.19,3108.12,19899.55,0.4232,0.12,0.182804,Tier 5 — Monitor,➕ Cross-Sell,,,,294,36.24,2
8381,ACC-03913,Early-Stage Potential,3034.23,6714.8,25451.47,0.34,0.12,0.182774,Tier 5 — Monitor,👀 Monitor,,,,129,49.89,3
8382,ACC-09975,Early-Stage Potential,5643.0,10882.03,15864.04,0.3362,0.52,0.182737,Tier 5 — Monitor,⚠️ Churn Risk,,,,351,55.26,4
8383,ACC-04851,Early-Stage Potential,24349.95,0.0,60355.41,0.4517,0.12,0.182735,Tier 5 — Monitor,👀 Monitor,,,,261,26.31,0
8384,ACC-00421,Early-Stage Potential,6598.04,1161.0,18094.08,0.4231,0.12,0.182714,Tier 5 — Monitor,👀 Monitor,,,,347,38.32,3
8385,ACC-08944,Early-Stage Potential,15192.13,7390.43,51337.71,0.3362,0.12,0.182705,Tier 5 — Monitor,👀 Monitor,,,,133,48.26,4
8386,ACC-05932,Early-Stage Potential,26884.3,4059.79,81692.42,0.4161,0.12,0.182702,Tier 5 — Monitor,👀 Monitor,,,,234,30.49,0
8387,ACC-06093,Early-Stage Potential,15268.27,7335.6,21699.72,0.3427,0.52,0.182697,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,96,45.69,4
8388,ACC-03748,Loyal Mid-Market,2490.88,26813.43,57592.76,0.3196,0.12,0.182686,Tier 5 — Monitor,👀 Monitor,arr,health_score,contract_end_days,340,45.05,5
8389,ACC-08043,Early-Stage Potential,2611.37,6984.26,23080.64,0.3065,0.12,0.18265,Tier 5 — Monitor,👀 Monitor,avg_feature_adoption,num_products,arr_per_tenure_month,327,64.72,4
8390,ACC-02770,Early-Stage Potential,2571.44,11487.5,26599.56,0.3271,0.12,0.182648,Tier 5 — Monitor,👀 Monitor,,,,253,54.79,3
8391,ACC-05210,Growth-Stage Expanding,121165.74,16192.56,131863.97,0.3222,0.52,0.182643,Tier 5 — Monitor,⚠️ Churn Risk,,,,332,44.27,3
8392,ACC-03741,Loyal Mid-Market,38691.13,6531.97,82245.72,0.3425,0.12,0.182635,Tier 5 — Monitor,⭐ Promoter,,,,290,49.37,9
8393,ACC-07566,Early-Stage Potential,3218.93,3983.43,6914.28,0.4062,0.52,0.182617,Tier 5 — Monitor,⚠️ Churn Risk,,,,315,41.55,0
8394,ACC-03865,Early-Stage Potential,949.23,2977.68,3769.83,0.3271,0.52,0.182593,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,294,63.23,2
8395,ACC-09374,Early-Stage Potential,1310.01,7692.55,22842.52,0.3789,0.12,0.182589,Tier 5 — Monitor,👀 Monitor,,,,300,44.63,4
8396,ACC-00001,Loyal Mid-Market,2143.09,15753.05,34121.96,0.2908,0.12,0.182582,Tier 5 — Monitor,👀 Monitor,,,,112,54.54,7
8397,ACC-06810,Early-Stage Potential,4224.09,11124.47,38719.33,0.3434,0.12,0.182574,Tier 5 — Monitor,👀 Monitor,,,,331,50.69,2
8398,ACC-09407,Loyal Mid-Market,6619.89,15024.03,54600.42,0.2805,0.12,0.182546,Tier 5 — Monitor,👀 Monitor,,,,301,62.93,7
8399,ACC-08696,Early-Stage Potential,11435.44,0.0,24990.25,0.3537,0.12,0.182518,Tier 5 — Monitor,👀 Monitor,login_growth,num_products,max_storage_gb,113,49.15,4
8400,ACC-08047,Early-Stage Potential,3718.6,2058.78,13303.43,0.3999,0.12,0.182516,Tier 5 — Monitor,👀 Monitor,,,,161,39.95,0
8401,ACC-09396,At-Risk Dormant,4505.68,7942.8,23369.95,0.3287,0.12,0.182494,Tier 5 — Monitor,📅 Renewal Window,,,,59,40.52,4
8402,ACC-09542,Loyal Mid-Market,570.32,25948.92,69232.9,0.2748,0.12,0.182493,Tier 5 — Monitor,➕ Cross-Sell,contract_end_days,arr_per_tenure_month,arr,333,56.21,7
8403,ACC-02865,Growth-Stage Expanding,77591.58,0.0,180943.57,0.3519,0.12,0.182484,Tier 5 — Monitor,👀 Monitor,,,,219,40.36,6
8404,ACC-07952,Early-Stage Potential,3441.35,3872.77,7021.55,0.3827,0.52,0.182462,Tier 5 — Monitor,⚠️ Churn Risk,,,,263,46.94,2
8405,ACC-06181,High-Value Engaged,169075.71,30509.96,191602.24,0.3057,0.52,0.182462,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,285,32.79,2
8406,ACC-07323,Early-Stage Potential,19517.52,0.0,45228.6,0.4352,0.12,0.182445,Tier 5 — Monitor,👀 Monitor,,,,245,31.58,1
8407,ACC-06634,Early-Stage Potential,3937.51,6837.87,19754.88,0.3729,0.12,0.182425,Tier 5 — Monitor,➕ Cross-Sell,total_logins,max_storage_gb,num_products,261,46.32,2
8408,ACC-01824,Early-Stage Potential,9090.49,291.77,17476.01,0.3638,0.12,0.182419,Tier 5 — Monitor,👀 Monitor,,,,122,47.73,3
8409,ACC-00933,Early-Stage Potential,16653.9,0.0,15987.74,0.4089,0.52,0.182404,Tier 5 — Monitor,⚠️ Churn Risk,,,,94,32.98,2
8410,ACC-09301,Early-Stage Potential,5087.75,1688.19,6504.91,0.4187,0.52,0.182391,Tier 5 — Monitor,⚠️ Churn Risk,,,,358,40.1,2
8411,ACC-04561,Early-Stage Potential,1667.62,7064.9,17802.66,0.3612,0.12,0.182345,Tier 5 — Monitor,👀 Monitor,num_products,tenure_months,arr,106,42.29,0
8412,ACC-08288,Loyal Mid-Market,1908.94,16508.54,42949.61,0.2839,0.12,0.182339,Tier 5 — Monitor,👀 Monitor,avg_feature_adoption,support_tickets_l90d,arr_per_tenure_month,355,62.63,8
8413,ACC-07829,Loyal Mid-Market,3444.94,16621.5,52975.45,0.3271,0.12,0.182295,Tier 5 — Monitor,👀 Monitor,,,,329,49.81,6
8414,ACC-05076,Early-Stage Potential,23629.27,0.0,56836.27,0.3773,0.12,0.182286,Tier 5 — Monitor,👀 Monitor,,,,320,46.98,1
8415,ACC-05754,Early-Stage Potential,4572.05,3460.18,7710.92,0.3857,0.52,0.182272,Tier 5 — Monitor,⚠️ Churn Risk,,,,212,45.04,1
8416,ACC-07914,Loyal Mid-Market,2379.27,16807.9,38272.04,0.3196,0.12,0.182249,Tier 5 — Monitor,👀 Monitor,,,,240,51.59,7
8417,ACC-03861,Early-Stage Potential,7876.24,2206.26,26617.85,0.3808,0.12,0.182246,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,num_products,tenure_months,104,39.16,0
8418,ACC-03912,Early-Stage Potential,13627.46,456.69,35323.02,0.4004,0.12,0.182228,Tier 5 — Monitor,👀 Monitor,,,,249,41.38,0
8419,ACC-01431,Early-Stage Potential,1935.22,7549.48,9105.31,0.3542,0.52,0.182215,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,360,53.01,2
8420,ACC-06752,At-Risk Dormant,79607.27,0.0,147114.24,0.2697,0.12,0.182178,Tier 5 — Monitor,📅 Renewal Window,arr_utilization,contract_end_days,avg_feature_adoption,54,47.62,7
8421,ACC-08023,At-Risk Dormant,3347.05,5602.52,19820.32,0.3741,0.12,0.182178,Tier 5 — Monitor,📅 Renewal Window,,,,78,35.25,1
8422,ACC-05596,Early-Stage Potential,4161.79,6292.74,22539.92,0.368,0.12,0.182173,Tier 5 — Monitor,👀 Monitor,num_products,arr,max_storage_gb,103,40.07,0
8423,ACC-05502,At-Risk Dormant,3284.71,19668.16,46793.25,0.2928,0.12,0.182131,Tier 5 — Monitor,📅 Renewal Window,,,,44,32.68,0
8424,ACC-04980,Early-Stage Potential,5347.72,1552.43,15686.36,0.459,0.12,0.182111,Tier 5 — Monitor,👀 Monitor,,,,355,28.37,1
8425,ACC-02614,Early-Stage Potential,7336.65,2338.01,23980.24,0.4311,0.12,0.182107,Tier 5 — Monitor,👀 Monitor,,,,105,25.96,0
8426,ACC-06773,Early-Stage Potential,13906.28,3614.99,16820.43,0.3719,0.52,0.182105,Tier 5 — Monitor,⚠️ Churn Risk,,,,193,47.03,1
8427,ACC-00617,Early-Stage Potential,4427.01,1793.29,5971.48,0.4203,0.52,0.182104,Tier 5 — Monitor,⚠️ Churn Risk,health_score,total_logins,arr_utilization,130,33.2,1
8428,ACC-04620,Early-Stage Potential,2880.82,6950.82,22350.55,0.3741,0.12,0.182098,Tier 5 — Monitor,👀 Monitor,total_api_calls,max_storage_gb,avg_monthly_logins,163,42.5,3
8429,ACC-06285,Early-Stage Potential,1796.31,4261.42,13593.59,0.3729,0.12,0.182087,Tier 5 — Monitor,➕ Cross-Sell,,,,169,45.69,0
8430,ACC-09119,Loyal Mid-Market,12829.85,14019.34,70881.91,0.3481,0.12,0.182086,Tier 5 — Monitor,👀 Monitor,,,,340,44.23,6
8431,ACC-09471,Early-Stage Potential,14758.83,0.0,14168.48,0.405,0.52,0.182069,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,192,40.81,0
8432,ACC-05124,Early-Stage Potential,5034.61,1611.23,16375.37,0.3827,0.12,0.182061,Tier 5 — Monitor,👀 Monitor,,,,148,43.49,4
8433,ACC-08757,Early-Stage Potential,90805.77,0.0,169140.88,0.3308,0.12,0.182051,Tier 5 — Monitor,➕ Cross-Sell,arr_utilization,avg_feature_adoption,tenure_months,216,46.67,2
8434,ACC-00255,Early-Stage Potential,20477.01,0.0,54059.31,0.3912,0.12,0.182011,Tier 5 — Monitor,➕ Cross-Sell,,,,109,35.65,2
8435,ACC-05012,Early-Stage Potential,2466.4,11708.39,37421.47,0.3593,0.12,0.18198,Tier 5 — Monitor,👀 Monitor,,,,356,46.02,4
8436,ACC-00048,Early-Stage Potential,36363.23,0.0,69332.56,0.424,0.12,0.181965,Tier 5 — Monitor,👀 Monitor,,,,214,31.17,1
8437,ACC-01113,Early-Stage Potential,16876.25,6842.27,49745.66,0.3407,0.12,0.181952,Tier 5 — Monitor,➕ Cross-Sell,,,,121,46.06,1
8438,ACC-04770,Loyal Mid-Market,20997.88,21828.31,91077.05,0.3446,0.12,0.181949,Tier 5 — Monitor,➕ Cross-Sell,,,,318,37.73,5
8439,ACC-05450,Early-Stage Potential,20520.55,6045.46,52990.3,0.3685,0.12,0.181861,Tier 5 — Monitor,👀 Monitor,,,,194,42.77,0
8440,ACC-08073,Early-Stage Potential,7379.28,5491.34,23407.4,0.3571,0.12,0.181828,Tier 5 — Monitor,👀 Monitor,,,,143,46.59,1
8441,ACC-06038,Early-Stage Potential,26115.93,4302.91,29202.1,0.3513,0.52,0.181819,Tier 5 — Monitor,⚠️ Churn Risk,,,,134,47.77,0
8442,ACC-03820,Early-Stage Potential,1048.28,2871.45,3762.93,0.378,0.52,0.181818,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,arr,support_tickets_l90d,arr_utilization,128,43.57,0
8443,ACC-09186,Early-Stage Potential,3228.44,11684.04,14315.98,0.3809,0.52,0.181792,Tier 5 — Monitor,⚠️ Churn Risk,,,,309,41.78,4
8444,ACC-01226,At-Risk Dormant,2636.78,14625.61,16571.88,0.3381,0.52,0.181791,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,69,36.77,2
8445,ACC-04427,Loyal Mid-Market,40598.55,5592.46,86038.5,0.3556,0.12,0.181762,Tier 5 — Monitor,➕ Cross-Sell,tenure_months,login_growth,arr,115,38.82,5
8446,ACC-07764,Early-Stage Potential,42366.31,0.0,40671.66,0.405,0.52,0.181753,Tier 5 — Monitor,⚠️ Churn Risk,,,,118,33.93,2
8447,ACC-08916,Early-Stage Potential,40925.35,0.0,76230.28,0.4077,0.12,0.181746,Tier 5 — Monitor,👀 Monitor,,,,160,32.68,2
8448,ACC-00297,Early-Stage Potential,2928.79,11398.34,34251.35,0.3537,0.12,0.181683,Tier 5 — Monitor,👀 Monitor,,,,245,46.16,0
8449,ACC-05092,Early-Stage Potential,5926.88,1338.46,6974.75,0.3652,0.52,0.181661,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,num_products,avg_feature_adoption,arr,169,49.97,3
8450,ACC-07742,Early-Stage Potential,11979.97,4026.88,32163.09,0.3729,0.12,0.181619,Tier 5 — Monitor,👀 Monitor,,,,126,41.18,2
8451,ACC-08303,Early-Stage Potential,28951.78,0.0,27793.71,0.3809,0.52,0.181597,Tier 5 — Monitor,⚠️ Churn Risk,,,,315,48.17,2
8452,ACC-07129,Early-Stage Potential,1693.91,11460.74,24695.62,0.335,0.12,0.181567,Tier 5 — Monitor,👀 Monitor,,,,160,49.14,0
8453,ACC-08310,At-Risk Dormant,9227.23,3407.13,26313.14,0.2748,0.12,0.181542,Tier 5 — Monitor,📅 Renewal Window,,,,81,62.6,6
8454,ACC-08342,Early-Stage Potential,17861.02,0.0,39032.29,0.3467,0.12,0.181539,Tier 5 — Monitor,👀 Monitor,,,,130,50.41,4
8455,ACC-01808,Early-Stage Potential,35711.67,1304.06,72205.39,0.3718,0.12,0.181523,Tier 5 — Monitor,👀 Monitor,,,,130,39.74,0
8456,ACC-02655,At-Risk Dormant,4451.74,8390.11,25050.19,0.3536,0.12,0.181507,Tier 5 — Monitor,📅 Renewal Window,,,,81,38.45,2
8457,ACC-05336,Early-Stage Potential,4059.6,6802.44,10427.56,0.387,0.52,0.181458,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,245,42.42,3
8458,ACC-08049,Early-Stage Potential,6745.04,10478.96,16535.04,0.3767,0.52,0.181452,Tier 5 — Monitor,⚠️ Churn Risk,num_products,peak_feature_adoption,arr,241,42.06,1
8459,ACC-03449,Early-Stage Potential,21896.11,0.0,21020.27,0.4136,0.52,0.18145,Tier 5 — Monitor,⚠️ Churn Risk,,,,121,33.53,1
8460,ACC-05339,Early-Stage Potential,3296.51,3855.84,14476.35,0.3456,0.12,0.181434,Tier 5 — Monitor,➕ Cross-Sell,,,,362,56.66,3
8461,ACC-02923,Early-Stage Potential,25559.05,0.0,62227.77,0.3956,0.12,0.181429,Tier 5 — Monitor,➕ Cross-Sell,,,,364,41.44,4
